,Date,Prev Close,Open,High,Low,Last,Close,Volume,ho,ol,oc,hl,rsi,r,cci,roc,mfi,macd,ema,sma,m1,m2,m3,bmavg,dchb,bi,vpt,seom,obv,nvi,fi,eom,cmf,adi,m4,m5,m6,pvc,pdc,std_3,ret_3,nextOpen,Signal,oc1,pdc1,pm,bnh,pdcPM
0,2001-01-01,27.6,27.4,28.0,27.35,28.0,28.0,1929,2.1897810218978155,0.18248175182480714,-2.1897810218978155,2.3765996343692817,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,1001.8682312285891,1003.7701666813513,1005.6644251421014,6148.1182783759505,6580.779991027381,0.0,-1487.2599224334062,-5912619.236298134,1929,1000.0,867143.5984911338,-5979877.843310724,-0.02922958045104687,1929.0,1007.5570252124046,1009.4381017579134,1011.3241816908373,1423.9490393227336,1.8682312285878486,22.07560616989569,1.8621681189727872,-16.071428571428545,BUY,-4.174228675136111,24.999999999999975,0,0,0
1,2001-01-02,28.0,27.55,29.5,27.55,28.05,28.7,8493,7.078039927404715,0.0,-4.174228675136111,7.078039927404715,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,1025.0,1003.7701666813513,1005.6644251421014,6148.1182783759505,6580.779991027381,0.0,-1707.923310852976,-5912619.236298134,10422,1000.0,867143.5984911338,19516.072059342972,-0.02922958045104687,3453.3846153846066,1007.5570252124046,1009.4381017579134,1011.3241816908373,3402.799377916019,24.999999999999975,22.07560616989569,1.8621681189727872,-10.452961672473894,BUY,-3.5211267605633805,24.390243902439,0,0,0
2,2001-01-03,28.7,28.4,30.0,28.4,29.3,29.4,7820,5.633802816901413,0.0,-3.5211267605633805,5.633802816901413,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,1024.3902439024391,1050.0,1005.6644251421014,6148.1182783759505,6580.779991027381,0.0,403.0567073170728,-5912619.236298134,18242,1024.3902439024391,867143.5984911338,13810.741687979531,-0.02922958045104687,5408.384615384598,1007.5570252124046,1009.4381017579134,1011.3241816908373,-79.24172848227951,24.390243902439,22.07560616989569,1.8621681189727872,3.4013605442177357,SELL,1.694915254237288,-13.605442176870701,0,0,0
3,2001-01-04,29.4,29.5,29.95,29.0,29.0,29.0,5100,1.525423728813557,1.694915254237288,1.694915254237288,3.2758620689655147,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,986.3945578231294,1010.4529616724737,1035.7142857142858,6148.1182783759505,6580.779991027381,0.0,121.34395221503242,-5912619.236298134,13142,1010.4529616724741,867143.5984911338,5122.549019607846,-0.02922958045104687,308.38461538459796,1007.5570252124046,1009.4381017579134,1011.3241816908373,-347.82608695652175,-13.605442176870701,22.07560616989569,1.8621681189727872,-1.7241379310345073,BUY,-1.8998272884283272,17.241379310344826,0,0,0
4,2001-01-05,29.0,28.95,29.5,28.1,29.5,29.5,7493,1.8998272884283272,2.936096718480131,-1.8998272884283272,4.982206405693945,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,1017.2413793103448,1003.4013605442178,1027.8745644599303,6148.1182783759505,6580.779991027381,0.0,59.80190007037321,-5912619.236298134,20635,1010.4529616724741,867143.5984911338,-12611.770986253803,-0.02922958045104687,7801.384615384598,1053.5714285714287,1009.4381017579134,1011.3241816908373,469.21568627450984,17.241379310344826,22.07560616989569,1.8621681189727872,10.169491525423753,HOLD,1.0067114093959755,0.0,0,0,0
5,2001-01-08,29.5,29.8,30.0,29.3,29.5,29.5,17225,0.671140939597313,1.6778523489932886,1.0067114093959755,2.3890784982935127,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,1000.0,1017.2413793103448,1003.4013605442178,6148.1182783759505,6580.779991027381,0.0,129.18965517241378,-5912619.236298134,37860,1010.4529616724741,867143.5984911338,3454.28156748911,-0.02922958045104687,419.2417582417156,1027.8745644599303,1053.5714285714287,1011.3241816908373,1298.8122247430936,0.0,16.881217668766777,10.60523620718262,16.949152542372882,BUY,0.4999999999999952,11.864406779661065,0,0,0
6,2001-01-09,29.5,30.0,30.0,29.15,29.55,29.85,17169,0.0,2.833333333333338,0.4999999999999952,2.9159519725557512,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,1011.8644067796612,1011.8644067796612,1029.3103448275863,6148.1182783759505,6580.779991027381,0.0,203.70000000000084,-5912619.236298134,55029,1022.4413866414696,867143.5984911338,-371.30875414992727,-0.02922958045104687,11528.594699418252,1015.3061224489796,1040.0696864111499,1066.0714285714287,-3.251088534107402,11.864406779661065,14.99807957665482,7.978117563114838,5.025125628140656,SELL,1.1666666666666714,-6.700167504187699,0,0,0
7,2001-01-10,29.85,30.0,30.05,28.5,29.65,29.65,2075,0.16666666666666904,5.0,1.1666666666666714,5.438596491228073,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,993.2998324958123,1005.0847457627119,1005.0847457627119,6148.1182783759505,6580.779991027381,0.0,189.79715242881136,-5912619.236298134,52954,1015.5908580877579,867143.5984911338,-22409.6385542168,-0.02922958045104687,12532.626957482764,1022.4137931034483,1008.5034013605443,1033.1010452961673,-879.142640806104,-6.700167504187699,12.772440929625391,1.7600352817894993,-20.23608768971325,SELL,-1.5490533562822695,-5.059021922428283,0,0,0
8,2001-01-11,29.65,29.05,29.65,28.9,29.5,29.5,7325,2.065404475043022,0.5163511187607647,-1.5490533562822695,2.595155709342561,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,994.9409780775718,988.2747068676716,1000.0,6148.1182783759505,6580.779991027381,0.0,-50.96018315297665,-5912619.236298134,45629,1015.5908580877579,867143.5984911338,-1.818795398703328e-11,-0.02922958045104687,16927.62695748279,1000.0,1017.2413793103448,1003.4013605442178,2530.120481927711,-5.059021922428283,10.586953917342923,3.4693193326779834,-45.76271186440683,SELL,-2.841918294849026,-18.644067796610194,0,0,0
9,2001-01-12,29.5,28.15,29.0,28.15,28.95,28.95,3770,3.0195381882770924,0.0,-2.841918294849026,3.0195381882770924,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,981.3559322033898,976.3912310286678,969.8492462311558,6148.1182783759505,6580.779991027381,0.0,-107.3454711750076,-5912619.236298134,41859,996.6561132759522,867143.5984911338,-15782.493368700276,-0.02922958045104687,20254.09754571808,981.3559322033898,981.3559322033898,998.2758620689655,-485.3242320819113,-18.644067796610194,11.069254316347067,-3.7077700887130205,-15.544041450777177,BUY,-3.508771929824561,18.99827288428327,0,0,0
10,2001-01-15,28.95,28.5,29.5,28.5,29.5,29.5,18300,3.508771929824561,0.0,-3.508771929824561,3.508771929824561,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,1018.9982728842832,1000.0,994.9409780775718,6148.1182783759505,6580.779991027381,0.0,277.38025818916344,-5912619.236298134,60159,996.6561132759522,867143.5984911338,2322.4043715847033,-0.02922958045104687,38554.097545718076,988.2747068676716,1000.0,1000.0,3854.111405835544,18.99827288428327,15.163636753954616,0.09188448814363355,16.949152542372882,SELL,2.000000000000005,-3.3898305084746245,0,0,0
11,2001-01-16,29.5,30.0,30.0,29.1,29.3,29.4,13115,0.0,2.9999999999999956,2.000000000000005,3.092783505154634,54.14973540934642,-47.876097749596234,22.393521585799757,2.6509202274740873,57.61732281755491,36.67924211235496,6155.587917279898,6155.489582533285,996.6101694915253,1015.5440414507773,996.6101694915253,6148.1182783759505,6580.779991027381,0.0,303.21076666373915,-5912619.236298134,47044,993.2776179767116,867143.5984911338,3774.304231795653,-0.02922958045104687,34182.43087905134,991.5682967959528,984.9246231155778,996.6101694915253,-283.3333333333333,-3.3898305084746245,13.663228256788226,-2.9589629694835042,-13.605442176870701,SELL,-1.2068965517241428,-1.700680272108747,0,0,0
