,Date,Prev Close,Open,High,Low,Last,Close,Volume,ho,ol,oc,hl,rsi,r,cci,roc,mfi,macd,ema,sma,m1,m2,m3,bmavg,dchb,bi,vpt,seom,obv,nvi,fi,eom,cmf,adi,m4,m5,m6,pvc,pdc,std_3,ret_3,nextOpen,Signal,oc1,pdc1,pm,bnh,pdcPM
3581,2015-05-20,18251.5,18229.0,18617.0,18103.9,18540.0,18528.5,105092,2.1284766032146583,0.686269131603481,-1.64298645016183,2.834195946729702,71.15960867781101,-13.444061758994005,104.47895003043084,21.59324325211148,84.8780061065263,802.4694635412525,17263.70254909044,16867.55,1015.1768347807028,996.2764312887311,989.6645657515223,16258.179999999997,19155.0,0.0,-350.8986163612335,82710483.41246231,25411642,1.6379972801611977,46530685.659668,-52424649.354850836,0.35146017868127866,-5898407.771137366,1019.3852933652065,1024.2653907919212,1079.8406625268453,5.511117914960389,15.176834780702956,18.86378022979142,4.9481640913390335,-1.5381709258709555,SELL,0.4686486486486526,-6.217448795099481,-1,15,-1
3582,2015-05-21,18528.5,18500.0,18530.0,18306.0,18415.6,18413.3,43124,0.16216216216216214,1.0486486486486486,0.4686486486486526,1.2236425215776248,69.39842534485254,-15.916138238860116,92.39200078869177,21.207114457989935,85.3518253712024,820.5924709089559,17416.982209211717,17097.671428571426,993.7825512049005,1008.8650247924828,990.082133591429,16460.537499999995,19155.0,0.0,1326.842658933765,86238855.99074434,25368518,1.6278131159452833,39173747.02257257,29893330.859845646,0.3365905273012784,-5900217.438994509,983.5113769896378,1013.0473175012309,1017.89707317208,-589.6547786701176,-6.217448795099481,19.51789548122758,2.747215467947142,-0.7223039867921162,BUY,-1.6127717391304346,15.393764289942636,-1,8,0
3583,2015-05-22,18413.3,18400.0,18730.0,18382.8,18660.0,18696.75,69903,1.7934782608695652,0.09347826086956917,-1.6127717391304346,1.888722066279352,71.28180071325919,-9.833585476550683,90.42956380444193,21.925254000756457,85.76543728167755,848.0513231667392,17587.617914650156,17337.824999999997,1015.3937642899426,1009.0806055536066,1024.3952551845055,16658.022499999995,19155.0,0.0,807.9490433199901,81481113.58627455,25438421,1.6278131159452833,36408069.6407765,68741656.29515181,0.34797500554562466,-5843703.118429993,1005.323224583619,998.6513193034933,1028.6419291214036,620.9767183007142,15.393764289942636,14.970527391886709,-0.18025411390993681,-5.174696137029163,BUY,-3.082795698924739,25.49373554227347,0,24,1
3584,2015-05-25,18696.75,18600.0,19545.0,18500.1,19164.95,19173.4,177790,5.080645161290322,0.5370967741935563,-3.082795698924739,5.648077577959047,74.1616258247823,-7.358342986703074,99.79589114882398,23.258011635755853,86.9484122292919,897.9236282329039,17799.055526030137,17596.246428571427,1025.4937355422735,1041.279944388024,1034.8058396524273,16880.667499999996,19545.0,0.0,5608.60154722066,93611905.64452778,25616211,1.6278131159452833,43313145.90637989,273963740.9303112,0.3487067616749813,-5792368.786915015,1050.510916910939,1030.9526690056593,1024.110671936759,1543.3815429952936,25.49373554227347,18.079442724879797,6.245808452294997,-3.828220346939064,SELL,0.9984293193717315,-13.774291466302387,0,49,0
3585,2015-05-26,19173.4,19100.0,19385.0,18816.35,19020.0,18909.3,198663,1.492146596858639,1.4850785340314212,0.9984293193717315,3.022105775030766,69.97462563732127,-12.587994178275478,89.60829569712335,25.39074156349675,79.89102381717048,905.6968173504647,17947.088122559453,17869.746428571427,986.2257085336976,1011.368285932047,1026.9370509360083,17087.579999999994,19545.0,0.0,1796.0891764907688,107751062.38965306,25417548,1.6278131159452833,29630282.44832556,22362383.156400595,0.25746926706889234,-5926085.947294862,1020.5521224060233,1036.040873352875,1016.7520264548131,117.40255357444175,-13.774291466302387,16.4725241473716,7.2145188703033565,-2.099496015188332,SELL,2.6844766184762756,-28.88790172031752,0,36,0
3586,2015-05-27,18909.3,18869.6,18869.6,18051.05,18321.05,18363.05,193444,0.0,4.3379297918344815,2.6844766184762756,4.534639259212065,62.157853074512644,-24.39525283797731,56.50699517406321,24.01642471947294,75.02674226515923,857.8900929570955,18002.549706218193,18123.753571428566,971.1120982796825,957.7357171915256,982.1519782849961,17246.979999999996,19545.0,0.0,-8324.633325955134,120500357.93372965,25224104,1.5807890106328122,10301844.241421912,-270961359.6182874,0.21039730400591622,-5972063.016746942,997.270994335616,991.0705129934964,1006.1118264252253,-26.27061908860734,-28.88790172031752,22.00580778116982,-1.598428429900738,0.9230492755833442,SELL,2.1425462459194735,-20.52218994121339,3,7,2
3587,2015-05-28,18363.05,18380.0,18600.0,17795.0,18000.0,17986.2,191536,1.1969532100108813,3.1828073993471167,2.1425462459194735,4.523742624332678,57.394437734961436,-43.2159689492653,38.04966859479548,13.972682599176872,67.5043085816043,780.5960485696196,18000.3697453891,18281.25714285714,979.4778100587866,951.1827513445766,938.080882889837,17384.385,19545.0,0.0,-9518.929432965351,82152185.35684797,25032568,1.5483477582996228,-1481325.1644954644,-110461806.13566072,0.16391323736650978,-6072613.46842396,961.9960688354928,976.8048095669978,970.7315756807081,-9.863319617046795,-20.52218994121339,23.626630002809495,-4.459376659123521,3.5471639367959478,BUY,-4.6894736842105305,50.6082440982531,5,-13,2
3588,2015-05-29,17986.2,18050.0,19299.95,17809.0,18299.0,18896.45,1286070,6.924930747922442,1.3351800554016622,-4.6894736842105305,8.371890617103714,64.47589232316193,-22.022071307300486,60.2505182849841,12.00152919699378,78.02417918064316,783.7548907324817,18119.847112670555,18425.889285714282,1050.6082440982532,1029.0474621590643,999.3204402066709,17569.6275,19545.0,0.0,61155.00631486012,50519187.73709095,26318638,1.5483477582996228,165965323.7875753,41384362.92348012,0.2681176731998983,-5482648.964919482,985.5555091950306,1010.6810007086792,1026.239185805912,5714.507977612564,50.6082440982531,33.996890717606135,2.5835193025385723,-21.033051181571178,SELL,-1.5076490621114733,-6.27366515932883,1,37,-4
3589,2015-06-01,18896.45,18499.0,18925.8,18369.5,18790.0,18777.9,109638,2.3071517379317763,0.700037839883237,-1.5076490621114733,3.0283894499033686,63.00706422483077,-36.03100046970402,57.99593586644991,9.437569025354719,77.96280393041353,767.8411073474599,18207.587497647815,18541.55714285714,993.7263348406711,1044.0170797611504,1022.591562948421,17741.792500000003,19545.0,0.0,64397.91238670187,34794283.98470211,26209000,1.5386339429138536,140399193.97506458,47276722.03068236,0.2797064738304137,-5431308.502938536,993.0510383779412,979.3724639344091,1004.3403265273377,-914.7495859478878,-6.27366515932883,31.52337415645857,-3.7699608377818876,4.774229280164333,SELL,3.8285309963402696,-33.69386353106581,2,30,1
3590,2015-06-02,18777.9,18867.55,18958.0,17980.0,18067.0,18145.2,109788,0.4793945159811461,4.704108376551271,3.8285309963402696,5.439377085650722,55.71238319308668,-75.91106290672448,35.08837217029481,0.3076361766876537,72.86186308742049,696.1509225603622,18199.269164628106,18545.53214285714,966.3061364689341,960.2438553273233,1008.8401107515763,17871.277500000004,19545.0,0.0,-4387.013990087147,5791350.628812573,26099212,1.5386339429138536,110418899.46434106,-159142802.4920753,0.2536663356650688,-5504006.569196205,988.1365023784176,959.5913122114515,946.3736217885195,1.3681387839982488,-33.69386353106581,34.245028557646265,-7.753875250734572,-0.2865771664131962,BUY,-0.2819735391400301,2.532350153208602,6,-2,3
